0.351824362,0.511114603,0.506013982,0.215742551,0.369870443,0.370741025,0.40932304,0.271394732,0.498806032,0.371958159,0.292524389,0.327836618
0.30521558,0.394951328,0.413747655,0.343100619,0.282221789,0.337539296,0.342617797,0.421956053,0.27917392,0.325840986,0.412046647,0.442861257
0.33536586,0.327488648,0.341531074,0.341011123,0.436667358,0.290854418,0.359019142,0.410819792,0.139191932,0.540232438,0.286519222,0.231127285
0.349121447,0.577313155,0.309175861,0.477369811,0.401035592,0.164161263,0.187690571,0.341678104,0.599522404,0.289010484,0.280154487,0.316611583
0.338787421,0.257463793,0.239418525,0.360228326,0.352594717,0.494148783,0.349301069,0.347311336,0.473342784,0.396159116,0.480710202,0.305618078
0.332967122,0.345646487,0.224638482,0.421478268,0.417271122,0.454985434,0.4167517,0.379607394,0.292209462,0.423200608,0.510444735,0.305928627
0.339360177,0.322617554,0.350057098,0.11003402,0.478870691,0.497779767,0.279594522,0.44637651,0.526652055,0.397239321,0.417545826,0.414141155
0.423447448,0.404298093,0.503056582,0.265199112,0.369811877,0.296419337,0.486932318,0.397246864,0.356217635,0.455865562,0.298794631,0.389832029
0.329199848,0.176562888,0.288913113,0.324262527,0.161367452,0.289291486,0.329410335,0.49486122,0.499653846,0.284867022,0.25687628,0.282752786
0.386148538,0.464358624,0.466152325,0.29955339,0.376555326,0.233242745,0.493970869,0.252405232,0.331948971,0.421512687,0.517400026,0.377915937
0.399737082,0.509237575,0.333918436,0.312695303,0.591858599,0.432840238,0.46264356,0.427041832,0.32140601,0.384577342,0.470380387,0.30031695
0.368024034,0.429296458,0.435475409,0.456026116,0.348376523,0.370756157,0.393778908,0.458522138,0.423453254,0.338201421,0.315862196,0.422352377
0.364183639,0.419361293,0.47282507,0.421527022,0.312556649,0.200618864,0.490293947,0.365268055,0.246540815,0.388499278,0.499802317,0.527990561
0.321456352,0.505319671,0.434531704,0.313468725,0.55166825,0.557949222,0.271093212,0.456210199,0.340021919,0.242816026,0.318379767,0.402564813
0.488277762,0.525260416,0.39562101,0.353874481,0.546308475,0.252842515,0.342243836,0.38624993,0.305029125,0.491063006,0.425766899,0.432845407
0.345753139,0.21043958,0.380967005,0.375959059,0.308045664,0.42440837,0.379951059,0.349693789,0.545726201,0.429521554,0.301542041,0.392946586
0.335029877,0.442544536,0.457115496,0.405576889,0.455628727,0.386933968,0.498736723,0.302702807,0.167885059,0.404263215,0.263013615,0.426889027
0.281406629,0.480822622,0.379238573,0.156281249,0.54618585,0.349210697,0.330088366,0.347098916,0.176182757,0.491787257,0.296481214,0.494724415
0.446498906,0.362489522,0.393775755,0.440675837,0.329540675,0.391971693,0.341521888,0.213485474,0.585870241,0.352460947,0.476220697,0.323812265
